,SMILES,DOI,InChI_Key, construction, architecture, complement, HOMO_exp, LUMO_exp, electrochemical_gap_exp, optical_gap_exp, V_OC_exp, J_SC_exp, fill_factor_exp,HOMO_comp,LUMO_comp,electrochemical_gap_comp,optical_gap_comp,PCE_comp,V_OC_comp,J_SC_comp,fill_factor_comp,mol_obj,PCE_exp
32,CC1(C)c2cc(-c3ccc(-c4ccc(C=C(C#N)C#N)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1039/B908802D,OMKDHWJRYJDLMS-UHFFFAOYSA-N,molecule,bilayer,PC61BM,,,,,0.89,4.92,36.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.964847235135394,0.887878020559465,-0.813003508540414,-1.12741011559823,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CDA50>,1.56
200,C[Si]1(C)c2ccsc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8sccc8s7)cc5[Si]6(C)C)nc4s3)cc21,10.1021/ma201054a,JQVZDALLJMXSDN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.3,-3.7,1.6,1.73,0.64,2.73,56.0,-0.666008213973575,-0.893644200918354,0.351716106509432,0.776358734576403,-1.21463667258117,-0.456518722662742,-1.28639092064633,0.165689997531466,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2D60>,0.97
316,Cn1c2ccccc2c2cc(-c3cc4c(s3)-c3sc(C=C(C#N)C(=O)O)cc3C4(C)C)ccc21,10.1039/c1ee02432a,SIAHOSGCAGQSDJ-GDWJVWIDSA-N,molecule,DSSC,TiO2,,,,,0.87,11.41,77.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.59231920922474,0.780326281101689,0.589866036924152,1.52344511631764,<rdkit.Chem.rdchem.Mol object at 0x00000227A83735F0>,7.6
27,CC1(C)CC(C=Cc2ccc(N(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)=CC(=C(C#N)C(=O)O)C1,10.1021/jo800159t,JKYZFOKXBXBTFX-MYSGQBDYSA-N,molecule,DSSC,TiO2,-4.94,-2.77,2.17,,0.543,8.02,64.0,-0.517349397078796,-0.313755832032612,0.963901053586213,-1.20908547012973,-0.444099763850136,-0.978144659032958,-0.142911737979527,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A56C0AC0>,2.79
283,Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4C5(C)C)s3)nn2)c1,10.1002/pola.24774,LEFNEIUVQAQIPD-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.5075,-3.8025,1.705,1.67,0.75,12.5,59.0,-0.751693504267094,-0.95755662867189,0.46448701781305,0.707499397996999,0.715939318525155,0.135015844355029,0.825478949798786,0.35965501450092,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CBF660>,5.53
230,Cc1ccc(-c2c3cc(-c4sc5cc(-c6ccc(-c7csc8c(C)csc78)c7nsnc76)sc5c4C)sc3c(-c3ccc(C)s3)c3ccsc32)s1,10.1021/ar5000743,NZXYFNIRLVACHK-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.11,-3.33,1.78,1.65,0.78,12.46,62.0,-0.587549393945775,-0.662935925125102,0.545037668744205,0.684546285803865,0.927625282462252,0.296343453541694,0.816832604372194,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A3C943C0>,6.03
260,Cc1ccsc1-c1nc2sc(-c3sc(-c4cc(C)c(-c5nc6sc(-c7sccc7C)nc6s5)s4)cc3C)nc2s1,10.1002/adma.201200721,YRROLUSYWUJGKB-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,,0.84,10.6,64.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.787912546263768,0.618998671915024,0.414777542035662,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A66C3AC0>,5.7
162,COc1ccc(-c2nc3c(nc2-c2ccc(OC)cc2)c(-c2ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s2)sc3-c2cccs2)cc1,10.1021/ar900061z,ABRZWQDNVMVYEW-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.0,-3.4,1.6,,0.59,8.88,42.0,-0.542125866561259,-0.706583436761663,0.351716106509432,-1.20908547012973,-0.69388920129591,-0.725398071307184,0.0429846886922027,-0.739480081659319,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8F90>,2.2
303,Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc(-c2ccc3c(c2)C(C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)s1,10.1021/jp801036s,UGWQBJIUYCJUJI-GKPLWNPISA-N,molecule,DSSC,TiO2,-5.16,-2.99,2.17,,0.6,13.54,64.0,-0.608196451847828,-0.450933725747519,0.963901053586213,-1.20908547012973,0.597395178720381,-0.671622201578295,1.05028393089018,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A836DA50>,5.25
138,COc1c2ccsc2c(OC)c2c1=S=C(c1sc(-c3sc(-c4nc(C)c(-c5cc(C)cs5)s4)nc3C)cc1C)C=2,10.1002/adma.201200721,RQPBIJDNDCCEIJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.48,-2.92,2.56,1.94,0.82,6.64,46.6,-0.740337622420965,-0.407286214110958,1.38276443842822,1.01736641260431,-0.549942745818684,0.511446932457247,-0.441210655196954,-0.44206705563949,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CEF90>,2.54
62,CC1(C)c2ccccc2-c2ccc(N(c3ccc4cc(C=Cc5ccc(C=C(C#N)C(=O)O)s5)sc4c3)c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc21,10.1039/B908802D,INBCAUDVFAWBAB-UDTARAQFSA-N,molecule,DSSC,TiO2,,,,,0.67,12.66,65.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.699004441410188,-0.295191113476077,0.860064331505154,0.747585048439827,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E0DD0>,5.49
135,COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6ccc(-c7sccc7C)s6)s5)nc4C)s3)s1)C=2,10.1002/adma.201200721,BEFZUJPXHGCLLJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.12,-2.94,2.18,1.96,0.82,9.01,60.3,-0.591678805526186,-0.419756931721404,0.974641140377034,1.04031952479745,0.262931355699768,0.511446932457247,0.0710853113286267,0.443706521854349,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CE4A0>,4.46
128,COc1c2cc(-c3cc(C=Cc4sc(-c5ccc(-c6cc(C)cs6)c6nsnc65)cc4C)cs3)sc2c(OC)c2ccsc21,10.1039/C1CC12851E,ZCUFQCSDTXUSAD-AZPGRJICSA-N,polymer,bulk,PC71BM,-5.56,-3.63,1.93,,0.84,10.59,49.0,-0.773372915064249,-0.849996689281793,0.706138970606516,-1.20908547012973,0.203659285797381,0.618998671915024,0.412615955679014,-0.286895042063927,<rdkit.Chem.rdchem.Mol object at 0x00000227A3CA8660>,4.32
8,C(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(-c2ccc(-c3ccc(C=Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)c3nsnc32)s1,10.1016/j.solmat.2010.07.003,YIEKUEGEKMRXGY-YESHOFFLSA-N,molecule,bulk,PC61BM,,,,,0.76,0.87,33.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.51523074137185,0.188791714083918,-1.68844598298286,-1.32137513256768,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA900>,0.26
64,CC1(C)c2ccsc2-c2cc3c(cc21)-c1sc(-c2ccc(-c4nc5sc(-c6cccs6)nc5s4)s2)cc1C3(C)C,10.1002/adma.201200721,SJGGJDIBAHYGIF-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.21,-2.94,2.27,1.83,0.89,13.3,48.9,-0.62884350974988,-0.419756931721404,1.07130192149442,0.891124295542075,0.826016019772445,0.887878020559465,0.998405858330628,-0.293360542629575,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E06D0>,5.79
14,C=Cc1ccc(N(c2ccccc2)c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)cc2)cc1,10.1039/B908802D,GAMNABROEVYBCW-KQWNVCNZSA-N,molecule,DSSC,TiO2,,,,,0.563,18.2,57.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.847184616166155,-0.870592919575182,2.05758317308816,0.23034500318795,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DAC80>,5.84
156,COc1cc2c3ccsc3c3sc(-c4cccc5nsnc54)cc3c2cc1OC,10.1039/C1CC13690A,AORWRVFHDKMAPM-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.22,-3.44,1.78,1.63,0.66,2.76,34.0,-0.632972921330291,-0.731524871982555,0.545037668744205,0.661593173610731,-1.36281684733714,-0.348966983204965,-1.27990616157639,-1.2567201269112,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8270>,0.62
40,CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc43)cc21,10.1021/jp801036s,OSKDEENVIKVJFO-BYNJWEBRSA-N,molecule,DSSC,TiO2,,,,,0.67,16.48,64.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.2959588597128,-0.295191113476077,1.6857903197447,0.682930042783343,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CDF90>,6.9
326,Cn1c2ccccc2c2ccc(-c3ccc(-c4sc(-c5cccs5)c5nc(-c6ccccc6)c(-c6ccccc6)nc54)s3)cc21,10.1039/C1EE01072G,SZUPKEYLRXZRER-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.23,-3.55,1.68,1.46,0.62,3.94,37.0,-0.637102332910702,-0.800113818840009,0.437636800835998,0.466491719969088,-1.24427270753236,-0.564070462120519,-1.02483897149192,-1.06275510994174,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373EB0>,0.9
289,Cc1csc(C2=NC3SC(c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)=NC3S2)c1,10.1002/adma.201200721,JSTKWROVDZBKRJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.04,-3.41,1.63,1.76,0.73,11.25,71.6,-0.558643512882901,-0.712818795566886,0.383936366881894,0.810788402866105,0.864119493281123,0.0274641048972525,0.555280655217783,1.17430808577263,<rdkit.Chem.rdchem.Mol object at 0x00000227A66E1040>,5.88
216,Cc1cc(C=C(C#N)C(=O)O)sc1-c1cc(C)c(-c2cc(C)c(-c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)s2)s1,10.1039/B908802D,YDTYAWWCQRSMGA-XXHMGCOKSA-N,molecule,DSSC,TiO2,,,,,0.664,17.45,74.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,2.01569113709893,-0.32745663531341,1.89546419633956,1.32948009934819,<rdkit.Chem.rdchem.Mol object at 0x00000227A56514A0>,8.6
279,Cc1csc(-c2ccc(-c3cc(C)cs3)c3nsnc32)c1,10.1021/ja210687r,ZGUKAWJCSXABJJ-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.46,-3.02,2.44,2.04,,,,-0.732078799260144,-0.469639802163188,1.25388339693837,1.13213197356999,-1.62530744261914,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3900>,
339,N#CC(=Cc1ccc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O,10.1021/jp801036s,AYFGFJMHBPOSIN-ZBJSNUHESA-N,molecule,DSSC,TiO2,,,,,0.63,16.0,63.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.978429913807156,-0.51029459239163,1.58203417462559,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A839CA50>,6.15
236,Cc1ccc(-c2ccc(-c3cc(F)c(-c4cc5c(s4)-c4sc(-c6c7nsnc7c(-c7ccc(-c8ccc(C)s8)s7)cc6F)cc4[Si]5(C)C)c4nsnc43)s2)s1,10.1021/ar400088c,LNMKMESEJYZMDZ-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.12,-3.34,1.78,1.55,0.809,12.8,68.0,-0.591678805526186,-0.669171283930325,0.545037668744205,0.569780724838193,1.33829605250022,0.45229347575547,0.890326540498227,0.941550065409281,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D9430>,7.0
207,Cc1cc(-c2c3cc(-c4cccs4)sc3c(-c3cc(C)c(C)s3)c3cc(-c4ccc(-c5ccc6c(c5F)N(C)C(=O)C6=C5c6cccc(F)c6N(C)C5=O)s4)sc32)sc1C,10.1039/C3PY01598J,RJIQMHRLDYGXFS-HYXXFLLTSA-N,polymer,bulk,PC71BM,-5.64,-3.98,1.66,,0.9,10.16,62.0,-0.806408207707534,-1.0682342474646,0.416156627254357,-1.20908547012973,0.787912546263768,0.941653890288354,0.319667742343149,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A5668CF0>,5.7
212,Cc1cc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)sc1-c1cnc(-c2ncc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3C)s2)s1,10.1002/adma.201200721,LSRSOVFIQRNAMN-UHFFFAOYSA-N,molecule,bulk,PC71BM,-5.27,-3.05,2.22,2.22,0.97,4.63,29.0,-0.653619979232344,-0.488345878578857,1.01760148754032,1.3387099833082,-1.07492393638268,1.31808497839057,-0.875689512883206,-1.57999515519362,<rdkit.Chem.rdchem.Mol object at 0x00000227A5651200>,1.3
324,Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nccnc45)s3)cc21,10.1039/C1EE01072G,CKUIOPHFWPLFHL-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.73,-3.88,1.85,1.91,0.66,0.55,35.0,-0.843572911931229,-1.00588065941237,0.62021827627995,0.982936744314613,-1.58297024983172,-0.348966983204965,-1.7576167463956,-1.19206512125471,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373CF0>,0.1
251,Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccc5nc6c7ccsc7c7sccc7c6nc53)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,10.1021/ma2008699,VMFCLWIREUPSSO-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.23,-3.53,1.7,1.61,0.83,11.6,63.0,-0.637102332910702,-0.787643101229563,0.45911697441764,0.638640061417596,0.940326440298478,0.565222802186135,0.630936177700464,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A66C3740>,6.06
346,N#CC(=Cc1ccc(N(c2ccccc2)c2ccccc2)cc1)C(=O)O,10.1039/B908802D,DTGGJUIFYJXAJI-OBGWFSINSA-N,molecule,DSSC,TiO2,,,,,0.77,6.3,67.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.228180080634297,0.242567583812806,-0.514704591322987,0.876895059752797,<rdkit.Chem.rdchem.Mol object at 0x00000227A839A0B0>,3.3
325,Cn1c2ccccc2c2ccc(-c3ccc(-c4nnc(-c5cccs5)c5nonc54)s3)cc21,10.1039/C1EE01072G,VAALSNWLPKMJHX-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.7,-4.15,1.55,1.57,0.82,1.52,38.0,-0.831184677189997,-1.17423534715339,0.298015672555329,0.592733837031327,-1.41362147868204,0.511446932457247,-1.54794286980074,-0.998100104285258,<rdkit.Chem.rdchem.Mol object at 0x00000227A8373DD0>,0.5
269,Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4cc5c(s4)c(C)c4ccsc4c5C)s3)c(F)c2F)c1,10.1002/anie.201005451,PFQDSWMUBUODLU-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.54,-3.33,2.21,,0.91,12.91,61.2,-0.765114091903428,-0.662935925125102,1.0068614007495,-1.20908547012973,1.42297043807506,0.995429760017242,0.914103990421355,0.501896026945186,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3D60>,7.2
201,Cc1c(-c2cccs2)sc2c(C)c(-c3ccc(-c4scc5c4C(=O)N(C)C5=O)s3)sc12,10.1039/c1cc10585j,FYSYYGXSUSGPJD-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.54,-3.0,2.54,1.84,0.85,8.99,67.0,-0.765114091903428,-0.457169084552742,1.36128426484658,0.902600851638642,0.533889389539252,0.672774541643912,0.0667621386153308,0.876895059752797,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D2900>,5.1
161,COc1ccc(-c2nc3c(-c4scc5c4OCCO5)ccc(-c4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5c4OCCO5)c3nc2-c2ccc(OC)cc2)cc1,10.1021/ar900061z,JUVOGBJQWSDUOX-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.6,-3.4,2.2,1.9,0.66,3.7,44.0,-0.789890561385891,-0.706583436761663,0.996121313958676,0.971460188218046,-1.15959832195752,-0.348966983204965,-1.07671704405147,-0.61017007034635,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D8510>,1.1
43,CC1(C)c2cc(C=C(C#N)c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,10.1039/B908802D,DJWAMQPIDNHZPT-RCXPEZBOSA-N,molecule,DSSC,TiO2,,,,,0.58,11.0,69.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.212126724354864,-0.779173941036072,0.501240996301583,1.00620507106577,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD970>,4.34
217,Cc1cc(C=C(C#N)C(=O)O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(N(c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc3)s2)s1,10.1039/B908802D,BNUQZTBHXHSESO-SFQGPEBKSA-N,molecule,DSSC,TiO2,,,,,0.641,16.13,72.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,1.51611226220738,-0.451141135689853,1.61013479726202,1.20017008803522,<rdkit.Chem.rdchem.Mol object at 0x00000227A56510B0>,7.42
190,COc1csc2c1C(C)(C)c1cc(-c3scc4c3C(=O)N(C)C4=O)sc1-2,10.1039/C1EE01072G,SBVAULHDCRMNFB-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,1.67,0.76,8.12,50.0,1.52257992364401,1.41343855701417,-1.36669778002188,0.707499397996999,-0.355191658996555,0.188791714083918,-0.121295874413047,-0.222240036407442,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D23C0>,3.0
259,Cc1ccsc1-c1ccc(-c2sc(-c3nc(C)c(-c4ccc(C5=S=C(c6cc7c(s6)-c6sccc6[Si]7(C)C)C=C5C)s4)s3)nc2C)s1,10.1002/adma.201200721,BQORRXHYJRFDPM-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.07,-2.92,2.15,1.89,0.72,8.68,61.1,-0.571031747624133,-0.407286214110958,0.942420880004572,0.959983632121478,-0.0080266781397164,-0.0263117648316358,-0.0002470384407579,0.495430526379537,<rdkit.Chem.rdchem.Mol object at 0x00000227A66C32E0>,3.82
105,COC(=O)c1cc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)s1,10.1021/ar900061z,IEMHIHBGXPXQKN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-4.955,-3.22,1.735,1.62,0.56,15.0,63.3,-0.523543514449412,-0.594346978267649,0.496707278185512,0.650116617514164,0.627031213671575,-0.886725680493848,1.36587553896079,0.637671538823803,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D5F90>,5.32
53,CC1(C)c2ccccc2-c2ccc(-c3ccc(N(c4ccccc4)c4ccc(C=Cc5ccc(C=C(C#N)C#N)s5)cc4)cc3)cc21,10.1039/b9py00325h,QVVLBFOKXZRPTB-JJNGWGCYSA-N,polymer,bulk,PC61BM,-5.3,-3.4,1.9,1.9,0.99,9.62,50.0,-0.666008213973575,-0.706583436761663,0.673918710234054,0.971460188218046,0.381475495504542,1.42563671784835,0.202942079084156,-0.222240036407442,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DB0B0>,4.74
1,C#Cc1cc2c(s1)-c1sc(C#Cc3scc4nc(-c5ccccc5)c(-c5ccccc5)nc34)cc1C2(C)C,10.1016/j.solmat.2010.05.042,XPELRDLPYAEJSA-UHFFFAOYSA-N,polymer,bulk,PC61BM,,,,,0.82,4.11,40.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-1.05798905926772,0.511446932457247,-0.988092003428903,-0.868790092972288,<rdkit.Chem.rdchem.Mol object at 0x00000227A56590B0>,1.34
49,CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s3)cc21,10.1039/b9py00325h,GTTILLBBKAJYSH-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.6,-3.4,2.2,2.0,0.94,4.33,51.0,-0.789890561385891,-0.706583436761663,0.996121313958676,1.08622574918372,-0.753161271198297,1.15675736920391,-0.940537103582647,-0.157585030750957,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DBC10>,2.06
80,CN1C(=O)C2=C(c3ccc(-c4ccc5c(c4)C(C)(C)c4ccccc4-5)s3)N(C)C(=O)C2=C1c1cccs1,10.1039/C1EE01072G,SOOXIXVBZVRWII-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.42,-3.64,1.78,1.75,0.74,2.5,47.0,-0.715561152938502,-0.856232048087016,0.545037668744205,0.799311846769537,-1.24427270753236,0.0812399746261409,-1.33610740684923,-0.416205053376896,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CCEB0>,0.9
205,Cc1c2ccsc2c(C)c2cc(-c3ccc(-c4cnc(-c5cccs5)c5nsnc54)s3)sc21,10.1002/anie.201003357,IJTHDYMENLOIGP-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.47,-3.44,2.03,,0.85,12.78,58.2,-0.736208210840554,-0.731524871982555,0.813539838514723,-1.20908547012973,1.05040314154577,0.672774541643912,0.88600336778493,0.307931009975732,<rdkit.Chem.rdchem.Mol object at 0x00000227A5668900>,6.32
34,CC1(C)c2cc(-c3ccc(-c4ccc(C=C(C#N)C(=O)O)s4)s3)ccc2-c2ccc(N(c3ccccc3)c3cccc4ccccc43)cc21,10.1021/jp801036s,HPIFLXJYNDVEOP-QCKNELIISA-N,molecule,DSSC,TiO2,,,,,0.62,13.4,62.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,0.787912546263768,-0.564070462120519,1.02002172189711,0.553620031470374,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CD890>,5.7
263,Cc1ccsc1-c1nnc(-c2sc(-c3cc4c(s3)-c3sccc3C4(C)C)cc2C)nn1,10.1002/pola.24774,NVWZTDXUSGFQBA-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.475,-3.885,1.59,1.715,0.57,6.23,34.0,-0.73827291663076,-1.00899833881498,0.340976019718612,0.759143900431552,-1.11302740989136,-0.83294981076496,-0.529835695819523,-1.2567201269112,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D3BA0>,1.21
91,CN1c2ccccc2C(=C2c3ccc(-c4cccs4)cc3N(C)C2=O)C1=O,10.1039/C3PY01598J,PAPOKCOIPOLVSC-BNEIJSFPSA-N,polymer,bulk,PC71BM,,,,,0.89,5.4,63.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.355191658996555,0.887878020559465,-0.709247363421309,0.618275037126858,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D1890>,3.0
52,CC1(C)c2ccccc2-c2ccc(-c3ccc(C4=C(c5ccccc5)C(c5ccccc5)=C(c5cccs5)[Si]4(C)C)s3)cc21,10.1021/ar900061z,KFVMXISUDWBOQO-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.71,-3.6,2.11,2.08,0.65,8.67,35.8,-0.835314088770407,-0.831290612866124,0.899460532841289,1.17803819795626,-0.774329867592007,-0.402742852933854,-0.0024086247974059,-1.14034111672952,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DBEB0>,2.01
264,Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c(nc21)-c1cccc2cccc-3c12,10.1021/cm900788e,KYQDHQUNAXAEPS-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.96,-3.36,1.6,,0.595,2.5,48.0,-0.525608220239617,-0.681642001540771,0.351716106509432,-1.20908547012973,-1.32047965454972,-0.69851013644274,-1.33610740684923,-0.351550047720411,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D33C0>,0.72
241,Cc1ccc(-c2csc(-c3cc(-c4ccc(C)s4)c(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)s3)c2)s1,10.1039/C1EE01072G,GCDVSQOOAPXEKU-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.62,1.55,1.29,0.65,8.0,46.0,-0.612325863428238,-0.84376133047657,0.298015672555329,0.271390266327445,-0.609214815721072,-0.402742852933854,-0.147234910692823,-0.480860059033381,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D9190>,2.4
13,C=Cc1ccc(N(c2ccccc2)c2ccc(-c3ccc(C=C4SC(=S)N(CC(=O)O)C4=O)s3)cc2)cc1,10.1039/B908802D,AXIJZURGRNHHPJ-OVVQPSECSA-N,molecule,DSSC,TiO2,,,,,0.44,10.5,50.0,1.52257992364401,1.41343855701417,-1.36669778002188,-1.20908547012973,-0.651552008508491,-1.53203611724051,0.393161678469182,-0.222240036407442,<rdkit.Chem.rdchem.Mol object at 0x00000227A66DA120>,2.3
88,CN1C(=O)c2csc(-c3cc4c(s3)-c3sccc3C4(C)C)c2C1=O,10.1002/adfm.201100708,MSTSCTIMARBQJN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.198,-3.534,1.664,1.606,0.79,13.0,59.1,-0.623888215853388,-0.790137244751652,0.420452661970685,0.634049438978969,0.953027598134704,0.350119323270583,0.933558267631187,0.366120515066568,<rdkit.Chem.rdchem.Mol object at 0x00000227A66CC430>,6.09
273,Cc1csc(-c2cc3c4nsnc4c(-c4cc(C)cs4)cc3c3nsnc32)c1,10.1021/ja210687r,YHNBMKMJEHMVHU-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.54,-3.52,2.02,2.02,,,,-0.765114091903428,-0.78140774242434,0.802799751723902,1.10917886137685,-1.62530744261914,-3.89817438531159,-1.87650399601124,-3.45499031923167,<rdkit.Chem.rdchem.Mol object at 0x00000227A66D34A0>,
